x,y,noisy_x,noisy_y,x_neuron,y_neuron,pattern_str,state_count,is_collision,pattern_idx
-33.84615384615384,-64.61538461538461,-33.84615384615384,-64.61538461538461,9,6,x9_y6,4,True,165
-40.0,-58.46153846153846,-40.0,-58.46153846153846,9,7,x9_y7,4,True,166
-40.0,-52.30769230769231,-40.0,-52.30769230769231,9,7,x9_y7,4,True,166
-33.84615384615384,-58.46153846153846,-33.84615384615384,-58.46153846153846,9,7,x9_y7,4,True,166
-33.84615384615384,-52.30769230769231,-33.84615384615384,-52.30769230769231,9,7,x9_y7,4,True,166
-40.0,-46.153846153846146,-40.0,-46.153846153846146,9,8,x9_y8,2,True,167
-33.84615384615384,-46.153846153846146,-33.84615384615384,-46.153846153846146,9,8,x9_y8,2,True,167
-40.0,-40.0,-40.0,-40.0,9,9,x9_y9,4,True,168
-40.0,-33.84615384615384,-40.0,-33.84615384615384,9,9,x9_y9,4,True,168
-33.84615384615384,-40.0,-33.84615384615384,-40.0,9,9,x9_y9,4,True,168
-33.84615384615384,-33.84615384615384,-33.84615384615384,-33.84615384615384,9,9,x9_y9,4,True,168
-40.0,-27.692307692307693,-40.0,-27.692307692307693,9,10,x9_y10,4,True,169
-40.0,-21.538461538461533,-40.0,-21.538461538461533,9,10,x9_y10,4,True,169
-33.84615384615384,-27.692307692307693,-33.84615384615384,-27.692307692307693,9,10,x9_y10,4,True,169
-33.84615384615384,-21.538461538461533,-33.84615384615384,-21.538461538461533,9,10,x9_y10,4,True,169
-40.0,-15.384615384615373,-40.0,-15.384615384615373,9,11,x9_y11,2,True,170
-33.84615384615384,-15.384615384615373,-33.84615384615384,-15.384615384615373,9,11,x9_y11,2,True,170
-40.0,-9.230769230769226,-40.0,-9.230769230769226,9,12,x9_y12,4,True,171
-40.0,-3.076923076923066,-40.0,-3.076923076923066,9,12,x9_y12,4,True,171
-33.84615384615384,-9.230769230769226,-33.84615384615384,-9.230769230769226,9,12,x9_y12,4,True,171
-33.84615384615384,-3.076923076923066,-33.84615384615384,-3.076923076923066,9,12,x9_y12,4,True,171
-40.0,3.07692307692308,-40.0,3.07692307692308,9,13,x9_y13,4,True,172
-40.0,9.230769230769226,-40.0,9.230769230769226,9,13,x9_y13,4,True,172
-33.84615384615384,3.07692307692308,-33.84615384615384,3.07692307692308,9,13,x9_y13,4,True,172
-33.84615384615384,9.230769230769226,-33.84615384615384,9.230769230769226,9,13,x9_y13,4,True,172
-40.0,15.384615384615387,-40.0,15.384615384615387,9,14,x9_y14,2,True,173
-33.84615384615384,15.384615384615387,-33.84615384615384,15.384615384615387,9,14,x9_y14,2,True,173
-40.0,21.538461538461547,-40.0,21.538461538461547,9,15,x9_y15,4,True,174
-40.0,27.692307692307708,-40.0,27.692307692307708,9,15,x9_y15,4,True,174
-33.84615384615384,21.538461538461547,-33.84615384615384,21.538461538461547,9,15,x9_y15,4,True,174
-33.84615384615384,27.692307692307708,-33.84615384615384,27.692307692307708,9,15,x9_y15,4,True,174
-40.0,33.84615384615387,-40.0,33.84615384615387,9,16,x9_y16,4,True,175
-40.0,40.0,-40.0,40.0,9,16,x9_y16,4,True,175
-33.84615384615384,33.84615384615387,-33.84615384615384,33.84615384615387,9,16,x9_y16,4,True,175
-33.84615384615384,40.0,-33.84615384615384,40.0,9,16,x9_y16,4,True,175
-40.0,46.15384615384616,-40.0,46.15384615384616,9,17,x9_y17,4,True,176
-40.0,52.30769230769232,-40.0,52.30769230769232,9,17,x9_y17,4,True,176
-33.84615384615384,46.15384615384616,-33.84615384615384,46.15384615384616,9,17,x9_y17,4,True,176
-33.84615384615384,52.30769230769232,-33.84615384615384,52.30769230769232,9,17,x9_y17,4,True,176
-40.0,58.46153846153848,-40.0,58.46153846153848,9,18,x9_y18,2,True,177
